<<<<<<< HEAD
<<<<<<< HEAD
epoch,acc,loss,lr,val_acc,val_loss
16,0.27133021180743344,3.0202438359499535,0.00044149,0.085145907586558045,7.1965980235201439
5,0.61124144854951623,1.542246857296603,0.00029627,0.44933145578750849,2.458895932875437
17,0.26900708340844903,3.0338214238126522,0.000220745,0.088023220044127631,8.0103092450959625
18,0.27164059213689079,3.0197286728547246,0.000220745,0.098023538272233535,8.4480713650392012
19,0.27355469219472989,3.0091229522681697,0.000220745,0.1064088488628649,9.1504262638027303
6,0.62182325233985336,1.4865209218845525,0.00029627,0.36749644645281737,3.0525317497182201
20,0.27541298365107264,2.998761483965481,0.000220745,0.11533382128309572,9.6368600108230194
21,0.27737191837930414,2.988670979588588,0.000220745,0.12038436651391718,10.047399923255957
7,0.63385326293116395,1.4251420616496462,0.00029627,0.45048503267141887,2.4516052928653931
22,0.27169469889880415,3.0203780577980939,0.000110373,0.13008104209097079,10.441617385271206
23,0.2733272912159726,3.0116600225546435,0.000110373,0.13910546079429736,10.796691478715005
24,0.27429006294693831,3.004842806246395,0.000110373,0.14601764044467075,10.868239368456848
8,0.65025265862553328,1.3391993783092451,0.00029627,0.4395273782247115,2.6003965408075285
25,0.27550529377741723,2.99845424271011,0.000110373,0.14450870884249831,11.072520770916547
26,0.27675074693152457,2.9920774117970894,0.000110373,0.14481500339443312,11.232511520223882
9,0.66097213536971933,1.2969132593022137,0.00029627,0.37071718007467752,3.3620767018783684
27,0.27044167549275883,3.0275242468620336,5.51863e-05,0.1178650606754922,10.147576414964188
28,0.27151142838095665,3.0212200238085605,5.51863e-05,0.097482550492192802,9.3833982763206247
10,0.67106416146490599,1.2453446214106727,0.00029627,0.36038670018669383,3.0454885218310177
29,0.27228359407863112,3.0167652305971582,5.51863e-05,0.097164322386286486,9.0426218912703451
30,0.27303093639204373,3.0127910833312632,5.51863e-05,0.097290287678207743,8.764185451117811
31,0.27384623492052762,3.0089817064884841,5.51863e-05,0.09848099117447387,9.3556078307416595
11,0.67892783402064183,1.2091768356211934,0.00029627,0.40987249660556685,2.9831777387788647
32,0.26872217198861248,3.0379700920349859,2.75932e-05,0.099792356160896128,10.153747148766294
33,0.26964198694113933,3.0323698135904018,2.75932e-05,0.11375461430753564,10.717111025225606
12,0.68506666281698814,1.1827008381605033,0.00029627,0.30652526731160895,4.0429972088911548
34,0.27008469996920259,3.0300044434717175,2.75932e-05,0.11714109173455534,10.920587537244964
35,0.27032184251246921,3.0282508111166258,2.75932e-05,0.11490156143923964,10.62825357905878
36,0.27063591994171021,3.0263905128846122,2.75932e-05,0.11587480906313645,10.743951492542648
13,0.69334423449612403,1.143348476338699,0.00029627,0.37252312457569586,3.1045159443818382
37,0.26758592998843217,3.0439662207319835,1.37966e-05,0.089553366853360489,7.4345371349280329
38,0.26821795799906856,3.039032370534398,1.37966e-05,0.14174145027155466,6.4914649576859169
14,0.7046243793567093,1.0923575570719666,0.000148135,0.42774763450441278,2.7723860304451118
39,0.26868408599242832,3.0371434669656239,1.37966e-05,0.15243258867956552,6.1402558137669665
40,0.26887803702076196,3.0361186308747881,1.37966e-05,0.15431676425661914,6.5292556148277852
=======
=======
>>>>>>> 296b7069e6d7c37cc048c3ef06044a555a74b2a7
epoch,acc,loss,lr,val_acc,val_loss
0,0.37947223733533031,2.8967150044128718,0.000409356,0.29970448889739665,3.320488196237164
1,0.45000751201923078,2.4281424500248407,0.000409356,0.32371925248851458,3.1327069029326098
2,0.47770262023368198,2.2625680590120196,0.000409356,0.34546234925344566,3.003667373204487
3,0.49628096865483912,2.1498994803497307,0.000409356,0.3458661346669219,3.0245928961504109
4,0.51135194107473847,2.0598760728475103,0.000409356,0.3557244807618683,2.9750154999642424
5,0.52463160075052961,1.983765720960069,0.000409356,0.35295182092266464,3.0350549871852168
6,0.53611690925791078,1.9202590874610446,0.000409356,0.35309987557427258,3.0733277660781719
7,0.54665183743214618,1.8630702209389005,0.000409356,0.28895482388973964,3.6407199906353562
8,0.55700336114375082,1.8025532485881453,0.000409356,0.35112730905436446,3.195445757821362
9,0.56538689097047534,1.7624540033303995,0.000409356,0.34562386341883616,3.2558882984961706
10,0.57383862372567196,1.719049930748096,0.000409356,0.31481354086906588,3.610983266125777
11,0.58560113996508012,1.6620137048526409,0.000204678,0.3154999760719755,3.5833228821958918
12,0.59497868706970736,1.6163989663623224,0.000204678,0.31397905101454826,3.6240016652833082
13,0.60170511200019861,1.5829823903170277,0.000204678,0.31688032398545174,3.6919661197143894
14,0.60757780434926523,1.5552721616271852,0.000204678,0.32019136437595713,3.6424599887766114
15,0.61316818182758503,1.5276823944886773,0.000204678,0.31892617008039814,3.6129825839952523
16,0.61143033242171985,1.529891068743946,0.000102339,0.33750179460183766,3.6284243043677549
17,0.61671984124685553,1.5063206507402289,0.000102339,0.33638166395482388,3.716211563503943
0,0.18433581074229313,3.6409872656730742,0.00176596,0.054084192549219277,4.4636183607278834
1,0.20271714534132565,3.4762677274481852,0.00176596,0.12977076968771215,4.5462026316052944
2,0.21134940386319934,3.4093350555903781,0.00176596,0.058295411150712829,5.5131834194276577
3,0.21765847530196503,3.3618887931235628,0.00176596,0.12667865325865579,5.0402319394077315
0,0.43279564591971637,2.600851096876839,0.00029627,0.35407119823489475,2.8964968105602331
4,0.22291592724670994,3.3241162612728901,0.00176596,0.095842349796334006,5.0713518081841142
5,0.22785619150366565,3.2896285399559075,0.00176596,0.14360573659198914,5.4041632102285204
1,0.51945543011237305,2.0544066117289232,0.00029627,0.39116200992871691,2.7972261353730348
6,0.23242516131091881,3.2581148490683116,0.00176596,0.13332431687033267,5.7023469514775584
7,0.23915711054398775,3.2127863119359299,0.000882981,0.13012479845553293,6.2520106832591029
8,0.24414485025689561,3.1812689463813304,0.000882981,0.1448561078581127,6.7912998325713057
2,0.55261700675289949,1.8691057669511817,0.00029627,0.3299601154107264,3.1767834460581557
9,0.24819217688991047,3.156135089834696,0.000882981,0.14188067506788865,7.9077527102206888
10,0.25226843479583561,3.1314330790902649,0.000882981,0.11420411150712831,8.5538240586181757
11,0.25641933890691665,3.1058188244511493,0.000882981,0.13915186905974203,5.707428254485535
3,0.57282288943723336,1.7536283063975229,0.00029627,0.39188730482009504,2.8092107501713013
12,0.25927373467640163,3.0893313444568364,0.00044149,0.11642905634758995,4.7946441074819361
13,0.26296009526545883,3.0675325072067414,0.00044149,0.097308850984385603,4.4718807285850097
14,0.26557928506775436,3.0525380877604329,0.00044149,0.083217975644942294,5.4828019423785861
4,0.59358503892870018,1.6331249098244514,0.00029627,0.43217630897827564,2.5407765775170361
15,0.2685727622100535,3.0358331528365285,0.00044149,0.1013384143754243,6.2588887308538972
16,0.27133021180743344,3.0202438359499535,0.00044149,0.085145907586558045,7.1965980235201439
5,0.61124144854951623,1.542246857296603,0.00029627,0.44933145578750849,2.458895932875437
17,0.26900708340844903,3.0338214238126522,0.000220745,0.088023220044127631,8.0103092450959625
18,0.27164059213689079,3.0197286728547246,0.000220745,0.098023538272233535,8.4480713650392012
19,0.27355469219472989,3.0091229522681697,0.000220745,0.1064088488628649,9.1504262638027303
6,0.62182325233985336,1.4865209218845525,0.00029627,0.36749644645281737,3.0525317497182201
20,0.27541298365107264,2.998761483965481,0.000220745,0.11533382128309572,9.6368600108230194
21,0.27737191837930414,2.988670979588588,0.000220745,0.12038436651391718,10.047399923255957
7,0.63385326293116395,1.4251420616496462,0.00029627,0.45048503267141887,2.4516052928653931
22,0.27169469889880415,3.0203780577980939,0.000110373,0.13008104209097079,10.441617385271206
23,0.2733272912159726,3.0116600225546435,0.000110373,0.13910546079429736,10.796691478715005
24,0.27429006294693831,3.004842806246395,0.000110373,0.14601764044467075,10.868239368456848
8,0.65025265862553328,1.3391993783092451,0.00029627,0.4395273782247115,2.6003965408075285
25,0.27550529377741723,2.99845424271011,0.000110373,0.14450870884249831,11.072520770916547
26,0.27675074693152457,2.9920774117970894,0.000110373,0.14481500339443312,11.232511520223882
9,0.66097213536971933,1.2969132593022137,0.00029627,0.37071718007467752,3.3620767018783684
27,0.27044167549275883,3.0275242468620336,5.51863e-05,0.1178650606754922,10.147576414964188
28,0.27151142838095665,3.0212200238085605,5.51863e-05,0.097482550492192802,9.3833982763206247
10,0.67106416146490599,1.2453446214106727,0.00029627,0.36038670018669383,3.0454885218310177
29,0.27228359407863112,3.0167652305971582,5.51863e-05,0.097164322386286486,9.0426218912703451
30,0.27303093639204373,3.0127910833312632,5.51863e-05,0.097290287678207743,8.764185451117811
31,0.27384623492052762,3.0089817064884841,5.51863e-05,0.09848099117447387,9.3556078307416595
11,0.67892783402064183,1.2091768356211934,0.00029627,0.40987249660556685,2.9831777387788647
32,0.26872217198861248,3.0379700920349859,2.75932e-05,0.099792356160896128,10.153747148766294
33,0.26964198694113933,3.0323698135904018,2.75932e-05,0.11375461430753564,10.717111025225606
12,0.68506666281698814,1.1827008381605033,0.00029627,0.30652526731160895,4.0429972088911548
34,0.27008469996920259,3.0300044434717175,2.75932e-05,0.11714109173455534,10.920587537244964
35,0.27032184251246921,3.0282508111166258,2.75932e-05,0.11490156143923964,10.62825357905878
36,0.27063591994171021,3.0263905128846122,2.75932e-05,0.11587480906313645,10.743951492542648
13,0.69334423449612403,1.143348476338699,0.00029627,0.37252312457569586,3.1045159443818382
37,0.26758592998843217,3.0439662207319835,1.37966e-05,0.089553366853360489,7.4345371349280329
38,0.26821795799906856,3.039032370534398,1.37966e-05,0.14174145027155466,6.4914649576859169
14,0.7046243793567093,1.0923575570719666,0.000148135,0.42774763450441278,2.7723860304451118
39,0.26868408599242832,3.0371434669656239,1.37966e-05,0.15243258867956552,6.1402558137669665
40,0.26887803702076196,3.0361186308747881,1.37966e-05,0.15431676425661914,6.5292556148277852
<<<<<<< HEAD
>>>>>>> c088cc5b75da383f62daf5ffac6689b73d41403d
=======
>>>>>>> 296b7069e6d7c37cc048c3ef06044a555a74b2a7
